Customer_Id,Churn,Gender,Senior_Citizen,Partner,Dependents,Tenure,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_Tv,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Charges_Monthly,Charges_Total,Total_Days,Charges_Daily,Faixa_Valor_Total,Faixa_Charges_Daily,Grupo_Idade,Tenure_Faixa,Grupo,Churn_Label
1150-WFARN,1.0,Female,0,1,1,67,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),108.75,7156.2,2010,3.5602985074626865,2000+,3-4,Não Idoso,60-71,Não Idoso,Churn
1153-GNOLC,0.0,Male,0,0,0,33,0,3,DSL,0,1,0,0,1,0,One year,1,Electronic check,39.1,1309.0,990,1.3222222222222222,1000-1500,1-2,Não Idoso,24-35,Não Idoso,Não Churn
1154-HYWWO,0.0,Male,0,0,0,38,1,0,DSL,1,1,0,1,1,0,One year,0,Mailed check,70.6,2708.2,1140,2.375614035087719,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
1156-ZFYDO,0.0,Female,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Electronic check,19.75,19.75,30,0.6583333333333333,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
1157-BQCUW,1.0,Male,0,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,74.95,30,2.4983333333333335,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
1159-WFSGR,0.0,Female,0,1,1,16,1,0,No,3,3,3,3,3,3,Month-to-month,0,Electronic check,20.4,321.4,480,0.6695833333333333,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1162-ECVII,0.0,Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),109.75,7932.5,2160,3.6724537037037037,2000+,3-4,Idoso,,Idoso,Não Churn
1163-ONYEY,0.0,Male,0,1,1,41,1,1,DSL,1,1,1,0,1,0,Month-to-month,1,Credit card (automatic),74.55,3023.55,1230,2.4581707317073174,2000+,2-3,Não Idoso,36-47,Não Idoso,Não Churn
1163-VIPRI,0.0,Female,0,1,1,65,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Electronic check,109.3,7337.55,1950,3.7628461538461537,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
1166-PQLGG,0.0,Female,0,1,1,72,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.55,1463.45,2160,0.6775231481481482,1000-1500,0-1,Não Idoso,,Não Idoso,Não Churn
1167-OYZJF,0.0,Female,1,1,0,67,1,0,No,3,3,3,3,3,3,Two year,1,Bank transfer (automatic),20.05,1263.05,2010,0.6283830845771144,1000-1500,0-1,Idoso,60-71,Idoso,Não Churn
1169-SAOCL,0.0,Male,0,0,0,49,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Bank transfer (automatic),106.65,5168.1,1470,3.515714285714286,2000+,3-4,Não Idoso,48-59,Não Idoso,Não Churn
1169-WCVAK,0.0,Male,0,1,0,19,1,1,Fiber optic,1,1,0,1,0,0,Month-to-month,1,Credit card (automatic),88.8,1672.35,570,2.9339473684210526,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Não Churn
1170-SASML,0.0,Female,0,1,0,69,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),85.4,5869.4,2070,2.8354589371980676,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1171-TYKUR,0.0,Male,0,1,0,47,1,1,No,3,3,3,3,3,3,Month-to-month,0,Electronic check,25.4,1139.2,1410,0.8079432624113475,1000-1500,0-1,Não Idoso,36-47,Não Idoso,Não Churn
1172-VIYBP,0.0,Male,0,1,1,53,1,1,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),69.7,3686.05,1590,2.3182704402515726,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
1173-NOEYG,0.0,Female,0,1,0,27,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Bank transfer (automatic),90.15,2423.4,810,2.9918518518518518,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
1173-XZPYF,0.0,Female,0,0,0,11,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,89.2,990.3,330,3.000909090909091,750-1000,3-4,Não Idoso,0-11,Não Idoso,Não Churn
1174-FGIFN,0.0,Female,0,1,1,28,1,1,Fiber optic,0,0,0,1,0,1,One year,1,Electronic check,90.45,2509.25,840,2.987202380952381,2000+,2-3,Não Idoso,24-35,Não Idoso,Não Churn
1177-XZBJL,0.0,Male,0,1,1,53,1,1,DSL,1,1,0,1,0,0,One year,0,Bank transfer (automatic),64.15,3491.55,1590,2.195943396226415,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
1178-PZGAB,0.0,Female,0,0,0,19,1,0,No,3,3,3,3,3,3,One year,0,Credit card (automatic),20.25,383.65,570,0.6730701754385965,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1179-INLAT,0.0,Male,0,0,0,3,1,0,No,3,3,3,3,3,3,One year,1,Mailed check,19.45,69.25,90,0.7694444444444445,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
1183-CANVH,0.0,Female,0,1,0,23,1,0,DSL,0,0,0,1,1,0,One year,0,Bank transfer (automatic),60.0,1347.15,690,1.9523913043478263,1000-1500,1-2,Não Idoso,12-23,Não Idoso,Não Churn
1184-PJVDB,1.0,Male,0,1,0,10,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.95,857.2,300,2.8573333333333335,750-1000,2-3,Não Idoso,0-11,Não Idoso,Churn
1187-WILMM,0.0,Male,0,1,1,63,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),89.4,5597.65,1890,2.9617195767195765,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1193-RTSLK,1.0,Female,0,0,0,38,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Credit card (automatic),83.9,3233.6,1140,2.8364912280701753,2000+,2-3,Não Idoso,36-47,Não Idoso,Churn
1194-BHJYC,0.0,Male,0,1,0,61,0,3,DSL,1,0,1,1,1,1,Two year,1,Mailed check,62.15,3778.85,1830,2.0649453551912567,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1194-HVAIF,0.0,Female,0,1,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),95.0,2462.55,810,3.0401851851851855,2000+,3-4,Não Idoso,24-35,Não Idoso,Não Churn
1194-SPVSP,0.0,Male,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,0,Bank transfer (automatic),19.65,19.65,30,0.6549999999999999,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
1195-OIYEJ,1.0,Male,0,0,0,13,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.1,1135.7,390,2.9120512820512823,1000-1500,2-3,Não Idoso,12-23,Não Idoso,Churn
1196-AMORA,1.0,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,73.6,520.0,210,2.4761904761904763,500-750,2-3,Não Idoso,0-11,Não Idoso,Churn
1197-BVMVG,0.0,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.45,294.45,120,2.45375,250-500,2-3,Idoso,0-11,Idoso,Não Churn
1200-TUZHR,0.0,Female,1,0,0,8,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.2,695.75,240,2.8989583333333333,500-750,2-3,Idoso,0-11,Idoso,Não Churn
1202-KKGFU,0.0,Female,0,1,0,12,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.2,690.5,360,1.9180555555555556,500-750,1-2,Não Idoso,12-23,Não Idoso,Não Churn
1205-WNWPJ,1.0,Female,0,0,0,7,1,0,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,59.5,415.95,210,1.9807142857142856,250-500,1-2,Não Idoso,0-11,Não Idoso,Churn
1206-EHBDD,0.0,Female,0,1,0,56,1,0,Fiber optic,1,0,1,0,0,0,Two year,0,Bank transfer (automatic),80.3,4513.65,1680,2.6866964285714285,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
1207-BLKSA,0.0,Female,0,1,1,52,1,1,No,3,3,3,3,3,3,Two year,0,Mailed check,23.05,1255.1,1560,0.804551282051282,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1208-DNHLN,1.0,Male,0,1,1,23,1,1,DSL,0,0,0,0,0,0,One year,1,Credit card (automatic),48.35,1067.15,690,1.5465942028985509,1000-1500,1-2,Não Idoso,12-23,Não Idoso,Churn
1208-NBVFH,0.0,Male,0,1,1,20,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Electronic check,49.6,939.8,600,1.5663333333333334,750-1000,1-2,Não Idoso,12-23,Não Idoso,Não Churn
1209-VFFOC,0.0,Male,0,1,1,68,0,3,DSL,1,1,1,1,0,1,Two year,1,Mailed check,56.4,3948.45,2040,1.9355147058823527,2000+,1-2,Não Idoso,60-71,Não Idoso,Não Churn
1212-GLHMD,0.0,Male,0,0,0,3,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Mailed check,86.05,244.85,90,2.7205555555555554,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
1213-NGCUN,1.0,Female,0,0,0,6,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),49.65,267.35,180,1.485277777777778,250-500,1-2,Não Idoso,0-11,Não Idoso,Churn
1215-EXRMO,0.0,Male,0,1,0,50,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.55,1067.65,1500,0.7117666666666668,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1215-FIGMP,0.0,Male,0,0,0,60,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),89.9,5450.7,1800,3.0281666666666665,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
1215-VFYVK,0.0,Female,0,0,0,4,0,3,DSL,1,0,1,1,0,1,Month-to-month,0,Mailed check,48.25,202.25,120,1.6854166666666666,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
1216-BGTSP,0.0,Male,0,0,0,45,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Credit card (automatic),108.45,4964.7,1350,3.6775555555555552,2000+,3-4,Não Idoso,36-47,Não Idoso,Não Churn
1216-JWVUX,0.0,Male,0,1,1,25,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.5,1901.05,750,2.534733333333333,1500-2000,2-3,Não Idoso,24-35,Não Idoso,Não Churn
1217-VASWC,0.0,Male,1,1,0,43,1,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),100.55,4304.0,1290,3.336434108527132,2000+,3-4,Idoso,36-47,Idoso,Não Churn
1218-VKFPE,1.0,Female,0,1,1,12,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,19.0,233.55,360,0.64875,0-250,0-1,Não Idoso,12-23,Não Idoso,Churn
1219-NNDDO,0.0,Female,0,0,0,9,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.85,663.55,270,2.4575925925925923,500-750,2-3,Não Idoso,0-11,Não Idoso,Não Churn
1221-GHZEP,0.0,Female,0,0,0,62,1,0,DSL,1,0,0,1,0,1,Two year,1,Mailed check,65.1,3846.75,1860,2.0681451612903228,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1222-KJNZD,0.0,Male,0,1,1,40,1,0,No,3,3,3,3,3,3,Month-to-month,1,Bank transfer (automatic),20.4,745.3,1200,0.6210833333333333,500-750,0-1,Não Idoso,36-47,Não Idoso,Não Churn
1222-LRYKO,0.0,Male,0,0,1,6,1,1,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,26.35,184.05,180,1.0225,0-250,1-2,Não Idoso,0-11,Não Idoso,Não Churn
1223-UNPKS,0.0,Male,0,1,1,20,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.05,400.0,600,0.6666666666666666,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1226-IENZN,0.0,Male,1,0,0,16,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,78.75,1218.25,480,2.5380208333333334,1000-1500,2-3,Idoso,12-23,Idoso,Não Churn
1226-JZNKR,0.0,Female,0,1,1,8,1,0,No,3,3,3,3,3,3,One year,0,Electronic check,19.8,160.05,240,0.666875,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
1226-UDFZR,1.0,Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,49.6,114.7,60,1.9116666666666666,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
1227-UDMZR,0.0,Female,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),91.15,6637.9,2160,3.0731018518518516,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
1228-FZFRV,1.0,Male,0,1,1,50,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,0,Credit card (automatic),105.95,5341.8,1500,3.5612,2000+,3-4,Não Idoso,48-59,Não Idoso,Churn
1228-ZLNBX,0.0,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,75.3,1570.7,630,2.4931746031746034,1500-2000,2-3,Não Idoso,12-23,Não Idoso,Não Churn
1229-RCALF,0.0,Female,0,1,0,64,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,115.0,7396.15,1920,3.8521614583333332,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
1230-QAJDW,0.0,Male,0,0,0,3,1,1,DSL,0,0,0,1,1,0,Month-to-month,1,Mailed check,65.25,209.9,90,2.332222222222222,0-250,2-3,Não Idoso,0-11,Não Idoso,Não Churn
1231-YNDEK,0.0,Male,0,0,0,58,1,0,No,3,3,3,3,3,3,Two year,1,Bank transfer (automatic),19.15,1035.5,1740,0.5951149425287356,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1236-WFCDV,1.0,Male,1,0,0,14,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),90.45,1266.1,420,3.0145238095238094,1000-1500,3-4,Idoso,12-23,Idoso,Churn
1237-WIYYZ,0.0,Female,0,0,0,18,1,0,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,19.55,389.25,540,0.7208333333333333,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1240-HCBOH,0.0,Female,0,0,0,67,1,1,No,3,3,3,3,3,3,Two year,1,Mailed check,26.1,1759.55,2010,0.8753980099502487,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
1240-KNSEZ,1.0,Male,0,0,0,1,1,0,No,3,3,3,3,3,3,Month-to-month,1,Mailed check,20.1,20.1,30,0.67,0-250,0-1,Não Idoso,0-11,Não Idoso,Churn
1241-EZFMJ,0.0,Male,0,1,0,61,1,1,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),25.45,1538.6,1830,0.8407650273224043,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
1241-FPMOF,0.0,Male,0,0,0,52,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,19.65,1025.05,1560,0.6570833333333334,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1245-HARPS,0.0,Female,0,1,0,14,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.4,292.4,420,0.6961904761904761,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1247-QBVSH,0.0,Female,0,1,1,43,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.2,2169.4,1290,1.6817054263565892,2000+,1-2,Não Idoso,36-47,Não Idoso,Não Churn
1248-DYXUB,0.0,Male,0,1,1,52,1,1,No,3,3,3,3,3,3,Two year,0,Mailed check,24.8,1229.1,1560,0.7878846153846153,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1251-KRREG,1.0,Male,0,0,0,2,1,1,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,54.4,114.1,60,1.9016666666666666,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
1251-STYSZ,0.0,Female,1,0,0,4,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,80.25,303.7,120,2.5308333333333333,250-500,2-3,Idoso,0-11,Idoso,Não Churn
1254-IZEYF,1.0,Female,1,0,0,31,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,99.95,3186.65,930,3.4265053763440863,2000+,3-4,Idoso,24-35,Idoso,Churn
1257-SXUXQ,0.0,Male,0,1,1,5,1,0,No,3,3,3,3,3,3,Month-to-month,0,Mailed check,19.45,86.05,150,0.5736666666666667,0-250,0-1,Não Idoso,0-11,Não Idoso,Não Churn
1258-YMZNM,0.0,Female,1,0,0,27,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Bank transfer (automatic),110.5,2857.6,810,3.527901234567901,2000+,3-4,Idoso,24-35,Idoso,Não Churn
1260-TTRXI,1.0,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,54.3,195.3,120,1.6275000000000002,0-250,1-2,Não Idoso,0-11,Não Idoso,Churn
1261-FWTTE,0.0,Male,1,0,0,23,0,3,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.65,768.45,690,1.1136956521739132,750-1000,1-2,Idoso,12-23,Idoso,Não Churn
1262-OPMFY,1.0,Female,0,1,0,9,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.75,655.9,270,2.429259259259259,500-750,2-3,Não Idoso,0-11,Não Idoso,Churn
1264-BYWMS,1.0,Male,0,0,0,55,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,96.8,5283.95,1650,3.2023939393939393,2000+,3-4,Não Idoso,48-59,Não Idoso,Churn
1264-FUHCX,0.0,Female,0,1,0,49,0,3,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),56.3,2780.6,1470,1.89156462585034,2000+,1-2,Não Idoso,48-59,Não Idoso,Não Churn
1265-BCFEO,0.0,Female,0,1,0,71,1,1,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),80.45,5662.25,2130,2.658333333333333,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1265-HVPZB,0.0,Male,0,1,0,59,1,0,DSL,1,1,1,0,1,0,One year,0,Credit card (automatic),66.4,3958.2,1770,2.236271186440678,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
1265-XTECC,1.0,Female,1,1,0,68,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),96.55,6581.9,2040,3.2264215686274507,2000+,3-4,Idoso,60-71,Idoso,Churn
1265-ZFOSD,0.0,Female,0,1,0,64,1,1,DSL,1,1,1,1,0,1,Two year,1,Mailed check,81.3,5129.3,1920,2.6715104166666666,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1266-NZYUI,0.0,Female,0,1,1,72,1,1,DSL,1,0,1,1,0,0,Two year,0,Bank transfer (automatic),66.85,4758.8,2160,2.203148148148148,2000+,2-3,Não Idoso,,Não Idoso,Não Churn
1268-ASBGA,1.0,Female,1,1,0,16,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),85.35,1375.15,480,2.8648958333333336,1000-1500,2-3,Idoso,12-23,Idoso,Churn
1269-FOYWN,0.0,Male,0,1,1,44,1,0,No,3,3,3,3,3,3,One year,0,Bank transfer (automatic),20.0,860.85,1320,0.652159090909091,750-1000,0-1,Não Idoso,36-47,Não Idoso,Não Churn
1270-XKUCC,0.0,Female,0,1,1,30,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,19.7,599.25,900,0.6658333333333334,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
1271-SJBGZ,1.0,Male,1,0,0,12,0,3,DSL,0,0,1,1,0,1,Month-to-month,1,Electronic check,43.65,526.95,360,1.46375,500-750,1-2,Idoso,12-23,Idoso,Churn
1271-UODNO,0.0,Male,0,0,0,39,1,1,DSL,0,0,0,1,0,0,Two year,1,Credit card (automatic),53.85,2200.7,1170,1.8809401709401707,2000+,1-2,Não Idoso,36-47,Não Idoso,Não Churn
1272-ILHFG,0.0,Male,0,1,1,15,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,19.65,332.65,450,0.7392222222222222,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
1273-MTETI,1.0,Female,1,0,0,4,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.85,372.45,120,3.10375,250-500,3-4,Idoso,0-11,Idoso,Churn
1282-IHQAC,0.0,Male,1,0,0,70,0,3,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),44.05,3011.65,2100,1.4341190476190477,2000+,1-2,Idoso,60-71,Idoso,Não Churn
1285-OKIPP,1.0,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,79.9,79.9,30,2.6633333333333336,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
1291-CUOCY,0.0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.6,7962.2,2160,3.6862037037037036,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
1293-BSEUN,0.0,Female,0,1,1,72,1,0,No,3,3,3,3,3,3,Two year,1,Mailed check,20.7,1482.3,2160,0.68625,1000-1500,0-1,Não Idoso,,Não Idoso,Não Churn
1293-HHSHJ,0.0,Female,0,0,0,35,1,0,No,3,3,3,3,3,3,One year,0,Mailed check,21.1,741.0,1050,0.7057142857142857,500-750,0-1,Não Idoso,24-35,Não Idoso,Não Churn
1297-VQDRP,0.0,Male,1,1,1,68,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),107.15,7379.8,2040,3.6175490196078433,2000+,3-4,Idoso,60-71,Idoso,Não Churn
1298-PHBTI,0.0,Male,0,1,1,71,1,1,Fiber optic,0,1,0,1,0,0,Two year,1,Electronic check,84.8,6152.4,2130,2.888450704225352,2000+,2-3,Não Idoso,60-71,Não Idoso,Não Churn
1299-AURJA,0.0,Female,0,1,1,70,1,1,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),24.7,1685.9,2100,0.8028095238095239,1500-2000,0-1,Não Idoso,60-71,Não Idoso,Não Churn
1301-LOPVR,0.0,Male,0,1,1,29,0,3,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),55.35,1636.95,870,1.8815517241379311,1500-2000,1-2,Não Idoso,24-35,Não Idoso,Não Churn
1302-TPUBN,0.0,Male,0,0,0,66,1,0,No,3,3,3,3,3,3,Two year,0,Bank transfer (automatic),19.35,1240.8,1980,0.6266666666666666,1000-1500,0-1,Não Idoso,60-71,Não Idoso,Não Churn
1302-UHBDD,0.0,Male,1,0,0,20,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.95,1648.45,600,2.7474166666666666,1500-2000,2-3,Idoso,12-23,Idoso,Não Churn
1303-SRDOK,0.0,Female,0,1,1,55,1,0,Fiber optic,0,0,0,0,0,0,Two year,1,Credit card (automatic),69.05,3842.6,1650,2.3288484848484847,2000+,2-3,Não Idoso,48-59,Não Idoso,Não Churn
1304-BCCFO,0.0,Male,0,1,0,9,1,0,DSL,0,0,1,0,1,1,Month-to-month,1,Mailed check,70.05,564.4,270,2.0903703703703704,500-750,2-3,Não Idoso,0-11,Não Idoso,Não Churn
1304-NECVQ,1.0,Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,78.55,149.55,60,2.4925,0-250,2-3,Idoso,0-11,Idoso,Churn
1304-SEGFY,0.0,Female,0,1,0,72,1,1,Fiber optic,0,0,1,0,1,1,Two year,1,Electronic check,97.85,6841.3,2160,3.1672685185185188,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
1306-RPWXZ,0.0,Female,0,0,1,49,1,0,No,3,3,3,3,3,3,Two year,0,Credit card (automatic),20.45,1024.65,1470,0.6970408163265307,1000-1500,0-1,Não Idoso,48-59,Não Idoso,Não Churn
1307-ATKGB,0.0,Male,0,0,0,24,1,0,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,89.55,2187.15,720,3.0377083333333337,2000+,3-4,Não Idoso,24-35,Não Idoso,Não Churn
1307-TVUFB,0.0,Male,1,0,0,42,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,3344.1,1260,2.6540476190476188,2000+,2-3,Idoso,36-47,Idoso,Não Churn
1309-BXVOQ,1.0,Male,0,1,0,21,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,106.1,2249.95,630,3.5713492063492063,2000+,3-4,Não Idoso,12-23,Não Idoso,Churn
1309-XGFSN,0.0,Male,1,1,1,52,1,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,80.85,4079.55,1560,2.615096153846154,2000+,2-3,Idoso,48-59,Idoso,Não Churn
1310-QRITU,0.0,Female,0,0,0,18,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,50.3,913.3,540,1.6912962962962963,750-1000,1-2,Não Idoso,12-23,Não Idoso,Não Churn
1319-YLZJG,0.0,Male,0,1,0,12,1,0,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,84.6,959.9,360,2.6663888888888887,750-1000,2-3,Não Idoso,12-23,Não Idoso,Não Churn
1320-GVNHT,0.0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Credit card (automatic),108.4,7767.25,2160,3.595949074074074,2000+,3-4,Não Idoso,,Não Idoso,Não Churn
1320-HTRDR,1.0,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.5,220.6,90,2.451111111111111,0-250,2-3,Não Idoso,0-11,Não Idoso,Churn
1320-REHCS,0.0,Male,1,0,0,52,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,110.75,5832.0,1560,3.7384615384615385,2000+,3-4,Idoso,48-59,Idoso,Não Churn
1322-AGOQM,1.0,Male,0,0,0,46,0,3,DSL,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,1380,1.000072463768116,1000-1500,1-2,Não Idoso,36-47,Não Idoso,Churn
1323-OOEPC,1.0,Female,0,1,0,53,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),98.4,5149.5,1590,3.2386792452830186,2000+,3-4,Não Idoso,48-59,Não Idoso,Churn
1324-NLTJE,1.0,Female,1,0,0,15,1,1,DSL,0,0,0,1,0,0,Month-to-month,0,Credit card (automatic),55.0,757.1,450,1.6824444444444444,750-1000,1-2,Idoso,12-23,Idoso,Churn
1325-USMEC,0.0,Male,0,1,0,70,1,1,Fiber optic,1,1,1,0,1,0,Two year,1,Credit card (automatic),99.35,6944.5,2100,3.306904761904762,2000+,3-4,Não Idoso,60-71,Não Idoso,Não Churn
1328-EUZHC,0.0,Female,0,1,0,18,1,0,No,3,3,3,3,3,3,Two year,0,Mailed check,20.1,370.5,540,0.6861111111111111,250-500,0-1,Não Idoso,12-23,Não Idoso,Não Churn
